ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI BEM VIVER;100;18446
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI DIVINO;100;18446
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;AMI - AMIGOS DA MELHOR IDADE;130;22531
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SANTO ONOFRE;120;46208
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CANGAIBA;1000;70558
CENTRO SOCIAL BOM JESUS DE CANGAIBA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI ENTRA QUE A CASA É SUA;100;18446
CENTRO SOCIAL COMUNITÁRIO JARDIM PRIMAVERA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI LAGO AZUL;100;18446
CENTRO SOCIAL COMUNITÁRIO JARDIM PRIMAVERA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA FREI LEONEL;120;44913
CENTRO SOCIAL CORAÇÃO DE MARIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NSE CENTRO SOCIAL CORAÇÃO DE MARIA;120;41208
CENTRO SOCIAL DA PARÓQUIA SANTA LUZIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA LUZIA;420;108654
CENTRO SOCIAL DA PARÓQUIA SANTA LUZIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO NICOLAU;120;37738
CENTRO SOCIAL DA PARÓQUIA SANTA LUZIA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;SANTA LUZIA;90;45575
CENTRO SOCIAL DA PARÓQUIA SANTA LUZIA;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP SANTA LUZIA;480;218065
CENTRO SOCIAL E COMUNITÁRIO PADRE JOSÉ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PADRE JOSÉ;120;41208
CENTRO SOCIAL EVANGELICO DO SACOMÃ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA BRINCAR DE VIVER;60;28373
CENTRO SOCIAL EVANGELICO DO SACOMÃ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SEGUNDA MILHA;60;28373
CENTRO SOCIAL FÉ E ALEGRIA;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;CASA DA FRATERNIDADE;40;27389
CENTRO SOCIAL LEÃO XIII;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI EDITH DE AZEVEDO MARQUES;200;35790
CENTRO SOCIAL LEÃO XIII;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA LEÃO XIII;120;37738
CENTRO SOCIAL LEME DO PRADO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;LEME DO PRADO;120;37738
CENTRO SOCIAL NOSSA SENHORA DA PENHA - CENHA;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;CENHA;80;47358
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;NÚCLEO DE CONVIVÊNCIA PARA ADULTOS EM SITUAÇÃO DE RUA;SÃO MARTINHO DE LIMA;600;224729
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;NÚCLEO DE CONVIVÊNCIA PARA ADULTOS EM SITUAÇÃO DE RUA;CENTRO COMUNITÁRIO SÃO MARTINHO DE LIMA - POVO DE RUA III;400;183922
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CENTRO DE CAPACITAÇÃO PROFISSIONAL NOVE DE JULHO;120;61301
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CENTRO DE CAPACITAÇÃO PROFISSIONAL HENRY FORD - MULTIMARCAS;320;148610
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CENTRO DE CAPACITAÇÃO PROFISSIONAL SANTA URSULA;120;61301
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP TABOR;120;64293
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA RICA;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA MARINA VIRGEM;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEC CRISTO REI;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEC SÃO FRANCISCO DE ASSIS;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEC SÃO PEDRO APÓSTOLO;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NOVE DE JULHO;240;67535
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO FRANCISCO / SANTO ANDRÉ;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MARIA CURSI;180;55129
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ELIZABETH GASPERAVÍCIUS;60;25332
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CARRÃOZINHO;180;55129
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SAMMUTTI;60;25332
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM ITÁPOLIS;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MIRALDA DOS SANTOS LIMA;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;TABOR;360;94948
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;EMÍLIA MENDES DE ALMEIDA;240;67535
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;C.E.C. JOÃO PAULO II;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;C.E.C. SANTA ROSA DE LIMA;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEC SÃO PEDRO;120;36050
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEC PERSEVERANÇA MARIA DA SILVA;120;37738
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA CORAÇÃO DE MARIA;20;68254
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;Serviço de Acolhimento Institucional para Crianças de 0 a 6 Anos;CASA SANTA BAKHITA;20;95932
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CASA EDITH STEIN;15;81325
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA MARIA MAYMARD;15;76058
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA VIDA II;20;86950
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA VIDA I;20;86950
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;SANTA VINCENZA GEROSA;200;35790
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;MORADA SÃO MARTINHO DE LIMA;92;61719
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;FAMILIA EM FOCO;ESPAÇO DOM LUCIANO MENDES DE ALMEIDA;60;98000
CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CEC A NOSSA CASA;120;43338
CENTRO SOCIAL PADRE BATISTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO FRANCISCO DE ASSIS;120;41208
CENTRO SOCIAL PADRE CÍCERO ROMÃO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP SANTA TEREZINHA;120;61056
CENTRO SOCIAL PADRE CÍCERO ROMÃO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP VILA PEDREIRA;120;60227
CENTRO SOCIAL PADRE CÍCERO ROMÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM SANTA TEREZINHA;120;37738
CENTRO SOCIAL PADRE CÍCERO ROMÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA PEDREIRA;150;45331
CENTRO SOCIAL PAROQUIAL DE SÃO GERALDO DAS PERDIZES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO GERALDO;90;34701
CENTRO SOCIAL SANTA CRUZ DE VILA RÉ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA CRUZ DE VILA RÉ;180;59913
CENTRO SOCIAL SANTO DIAS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SÃO PATRÍCIO;130;20967
CENTRO SOCIAL SANTO DIAS;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA RIO PEQUENO ADOLESCENTE E AUTO CONSTRUÇÃO;120;59054
CENTRO SOCIAL SANTO ESTEVÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTO ESTEVÃO;120;41208
CENTRO SOCIAL SÃO JOSÉ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;BARRO BRANCO;120;41799
CIRCULO DE TRABALHADORES CRISTÃOS DE VILA PRUDENTE - CTCVP;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PROJETO CONSTRUINDO O FUTURO;180;55129
CIRCULO SOCIAL SÃO CAMILO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CENTRO DE FORMAÇÃO PROFISSIONAL JOSÉ GOMES;120;62777
CLUBE DE MÃES DO PARQUE SANTA RITA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI VIVER É SORRIR;100;16882
CLUBE DE MÃES DO PARQUE SANTA RITA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CURUÇÁ;1000;62087
CLUBE DE MÃES DO PARQUE SANTA RITA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA VILA CURUÇÁ;75;41891
CLUBE DE MÃES DO PARQUE SANTA RITA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;SÃO MIGUEL PAULISTA SÃO MIGUEL II;75;42513
CLUBE DE MÃES DO PARQUE SANTA RITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PARQUE SANTA RITA;120;37738
COLMEIA RECREATIVA CULTURAL E SOCIAL;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI ABELHINHA FELIZ;100;18446
COMUNIDADE CANTINHO DA PAZ;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;CANTINHO DA PAZ;80;45507
COMUNIDADE CANTINHO DA PAZ;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;CANTINHO DA PAZ - NÚCLEO IV;60;37336
COMUNIDADE CANTINHO DA PAZ;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;NAISPcD COMUNIDADE CANTINHO DA PAZ NUCLEO III;60;37336
COMUNIDADE CANTINHO DA PAZ;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;CANTINHO DA PAZ NUCLEO II;60;37336
COMUNIDADE CANTINHO DA PAZ;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JARDIM SINHÁ;1000;56087
COMUNIDADE CANTINHO DA PAZ;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF SAPOPEMBA III;1000;58895
COMUNIDADE EDUCACIONAL DE BASE SITIO PINHEIRINHO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO EDUCACIONAL COMUNITÁRIO SÃO JOSÉ;120;37738
COMUNIDADE EDUCACIONAL DE BASE SITIO PINHEIRINHO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PADRE JACINTO BIANCHI;60;25332
COMUNIDADE KOLPING SÃO FRANCISCO DE GUAIANASES;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI KOLPING;100;18446
COMUNIDADE KOLPING SÃO FRANCISCO DE GUAIANASES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ COMUNIDADE KOLPING I;60;32737
COMUNIDADE KOLPING SÃO FRANCISCO DE GUAIANASES;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;NAISPD ANDERSON DE SOUZA;60;47694
COMUNIDADE KOLPING SÃO FRANCISCO DE GUAIANASES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ KOLPING NOVA VIDA;60;38242
COMUNIDADE KOLPING SÃO FRANCISCO DE GUAIANASES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;COMUNIDADE KOLPING II;60;35749
CONGREGAÇÃO DAS IRMÃS CARMELITAS MISSIONÁRIAS DE SANTA TERESA DO MENINO JESUS - CENTRO EDUCACIONAL E DE ASSIST. SOCIAL STA. TERESINHA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CEAS SANTA TERESINHA;120;37738
CONGREGAÇÃO DAS IRMÃS CARMELITAS MISSIONÁRIAS DE SANTA TEREZA DO MENINO JESUS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;IASE - SANTA TEREZINHA;180;55129
CONGREGAÇÃO DAS IRMAZINHAS IMACULADA CONCEIÇÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;EDUCANDÁRIO SAGRADA FAMÍLIA;240;67535
CONGREGAÇÃO DE SANTA CRUZ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA CRUZ;120;37738
CONGREGAÇÃO DE SANTA CRUZ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;BOM JESUS  ;120;37738
CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEIÇÃO APARECIDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MÃE DO SALVADOR;90;30180
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;ESTAÇÃO VIVÊNCIA;205;116859
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;SAMARITANOS;200;113102
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;NÚCLEO DO MIGRANTE;NÚCLEO DO MIGRANTE;1500;87058
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ZACKI NARCHI;60;30641
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE REFERÊNCIA DO IDOSO - CRECI;CENTRO DE REFERÊNCIA DA CIDADANIA DO IDOS@ - CRECI@;400;73319
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;PORTAL DO FUTURO;282;203971
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA ESPECIAL PARA IDOSOS;SÍTIO DAS ALAMEDAS;60;70398
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;VIVENDA DA CIDADANIA;420;203509
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;REPÚBLICA PARA ADULTOS;"CASA 1 - REPÚBLICA PARA MULHERES EM SITUAÇÃO DE RUA (20 vagas); CASA 2 - REPÚBICA PARA HOMENS EM SITUAÇÃO DE RUA (20 vagas) e CASA 3 - REPÚBLICA PARA HOMENS EM SITUAÇÃO DE RUA II (20 vagas)";60;30146
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA LIBERDADE E CIDADANIA;90;48346
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA ESPECIAL PARA MULHERES ;BRIGADEIRO  ;140;166397
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;0;60;138730
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ SANTANA;120;26803
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ CENTRO POP SANTANA;120;26803
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JAÇANÃ;1000;61087
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;OLARIAS;165;92148
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA VILA MEDEIROS;75;40867
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;SANTANA;75;41174
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS I POR 16 HORAS;CAAI 16 HORAS ZAKI NARCHI;500;281928
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA FLOR DE OURO;90;30180
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;MONTE CASTELO;80;41062
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;FAMILIA EM FOCO;0;50;107655
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA ESPECIAL PARA MULHERES EM SITUAÇÃO DE RUA ;CASA DE APOIO MARIA MARIA;134;147323
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ;120;26803
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA ESPECIAL PARA MULHERES TRANSEXUAIS;0;30;61456
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;0;30;102299
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;SCFV - Serviço de convivência e Fortalecimento de Vínculos - MODALIDADE CENTRO DE CONVIVÊNCIA INTERGERACIONAL - CCINTER;0;240;77457
